case_order,UID,area,TimeZone,job,children,age,income,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,internet_service_Fiber Optic,contract_One year,contract_Two Year,payment_method_Credit Card (automatic),payment_method_Electronic Check,payment_method_Mailed Check
70,46bd163d500568caa0e2de057b8ef4e3,Suburban,America/Denver,"Administrator, Civil Service",1,0.4793542148032877,-0.7361665287276801,Female,Yes,0.4276358202079364,1.9776935403875957,1.0175876473118841,1,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,-1.222397924809372,0.640588500684404,-1.0397744216209008,4,4,4,5,4,4,4,3,False,False,False,True,False,False
71,fffe3f210b76a8d6e7a1ec383b766260,Urban,America/Los_Angeles,Technical sales engineer,4,0.3344116002643158,0.10560464296163487,Female,Yes,-1.3012458037069454,-0.0052879506427475865,-1.0058516991026796,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,-0.40106534597502425,0.9322307187614737,-0.32745582419199754,5,5,6,5,3,7,5,5,False,True,False,False,True,False
72,f858b8ce89fb8cf960dabc54d3561c12,Rural,America/New_York,Special educational needs teacher,0,1.6388951311150628,1.3543253788264276,Male,Yes,-0.6830170618681974,1.6471966252158718,-1.0058516991026796,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,-1.1646362483309787,1.9211261918800002,-0.9721163526597876,3,3,4,5,4,3,5,4,False,True,False,False,False,False
73,8969d2ad6edcb6f6b3c03903bbf6f842,Suburban,America/New_York,Outdoor activities/education manager,3,0.044526371186372066,0.27307734125610467,Female,No,-1.8931361047193012,-0.9967786961579193,-1.0058516991026796,0,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,-1.0039495234861058,-0.877342348699792,-1.175947892399839,2,3,3,3,5,2,2,3,True,False,True,False,False,False
74,fea9671289fa6d8794f72bf3c1b3e55b,Urban,America/Denver,"Civil engineer, consulting",3,-0.8734435208937832,-1.1377268004212815,Male,Yes,-1.25794852512954,-0.9967786961579193,-1.0058516991026796,1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-0.9581887685311218,1.9215319817206598,-0.8303303660906955,4,3,2,3,3,3,3,4,True,False,False,False,True,False
75,b412a5cf1e6e60c5f8b9b3fac56083dd,Urban,America/Los_Angeles,Maintenance engineer,1,0.8175536487275554,-1.358135989907901,Male,Yes,0.9816236347311416,1.316699710044148,-1.0058516991026796,0,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,-1.215788277635197,0.9860394995838015,-1.2555429575499903,4,4,4,5,2,3,4,4,True,False,False,False,False,False
76,2ffb137d5a923efa638cda02537eb25a,Rural,America/Los_Angeles,Sports therapist,2,0.6726110341885836,1.4652472101325191,Female,Yes,0.8169591611926943,0.3252089645289763,-1.0058516991026796,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1.1002128472441375,2.271389194587447,-0.7982108653567063,3,3,4,3,5,3,3,4,False,True,False,False,True,False
77,9c7d828228996c8d9400cd17a3c355f5,Rural,America/New_York,"Engineer, communications",4,-0.3419872675842196,-0.9933631272823673,Female,Yes,-0.8045325536107332,-0.3357848658144715,-1.0058516991026796,0,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,-1.2644336683865323,0.6413542499837201,-1.200929620485428,1,1,2,2,3,1,3,2,False,False,True,False,True,False
78,7b779f43153c7a475fdf4f75dad470aa,Urban,America/Chicago,Oceanographer,1,-0.14873044819892378,1.2407718478751424,Male,No,-0.8599363577952543,-0.6662817809861953,1.0175876473118841,1,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,-0.5440781385004404,-0.528329830759858,-0.4422100028420828,2,2,3,4,3,3,4,4,False,False,True,False,False,False
79,609f92fd8000baf6c8f016013fe60afb,Rural,America/Chicago,Archaeologist,1,-1.4048997742033467,-0.736498106570054,Female,Yes,1.022371417523267,1.9776935403875957,0.005867974104602262,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,-0.3735551939271544,1.5716945401924507,-0.33490867904885585,4,4,5,1,4,4,3,3,True,False,False,False,False,True
80,ec244815da702eef604eb33e0b3584d6,Rural,America/Chicago,Personal assistant,0,-1.5981565935886426,1.395848499666751,Male,No,1.6451568218684451,1.6471966252158718,-1.0058516991026796,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,-0.9397433004255127,-1.0509561028982644,-1.0355147188917275,3,4,3,4,5,4,3,3,True,False,False,True,False,False
81,7c3d23d2690d1d49f4dbaa9835f7857e,Urban,America/New_York,Animal nutritionist,1,-1.1633287499717269,-0.08435435247640284,Female,Yes,1.2742579829406258,0.3252089645289763,1.0175876473118841,1,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,-0.9340552416411959,0.3489568552665972,-0.7418386314156246,3,4,3,2,5,3,3,4,False,True,False,False,True,False
82,e08b6cab24a10897ce670754e07c134d,Rural,America/New_York,Hydrologist,0,-1.066700340279079,0.18942326596922335,Male,No,1.9025787560612475,-1.9882694416730908,0.005867974104602262,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,-1.0095383021188133,-0.06129488048042159,-1.1207297184238962,3,3,3,4,4,3,4,4,True,False,False,True,False,False
83,d510541ecbd09bd7b21695cfc4bfb6bb,Urban,America/Menominee,Arts development officer,5,0.9141820584202033,1.2429219617343,Female,No,-0.5001689119498968,0.3252089645289763,2.0293073205191656,0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,-0.5700715863023738,0.461841906716059,-0.6796289875594311,4,4,4,3,1,5,4,4,True,False,True,False,False,True
84,a51e72c0ef13b8b04d21cba57d716988,Urban,America/Chicago,Herpetologist,4,0.8658678535738794,0.19564629054459773,Male,No,-0.5836430687499675,-0.6662817809861953,0.005867974104602262,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,-0.7631313820818934,-1.2254012081166343,-0.6893704782348775,4,4,3,3,4,3,2,5,False,False,False,True,False,False
85,fb3320b32a2a72117db528c1727e6923,Suburban,America/Chicago,Medical sales representative,2,-1.018386135432755,1.1273367629124702,Female,No,-0.470179435762343,-0.3357848658144715,-1.0058516991026796,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,-1.2203746498243107,0.5212132337151381,-1.2633242702298089,5,3,5,5,3,3,5,2,True,True,False,False,False,False
86,ee0b3f53ecd1d8b785bc20e91e6eb43a,Rural,America/New_York,"Scientist, research (physical sciences)",0,-0.970071930586431,-1.0432104477954605,Male,No,-1.331347571411585,0.986202794872424,0.005867974104602262,0,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,-1.216563604813229,-0.7607651569635242,-1.294961877523146,3,3,4,3,3,4,3,6,True,True,False,True,False,False
87,d5d5681b0b83852e9d6bf577f2508c07,Suburban,America/New_York,Solicitor,3,0.6726110341885836,-0.7145692857561239,Male,No,1.5465172031410475,-0.0052879506427475865,2.0293073205191656,0,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,-1.1298654689649816,-1.3423325140748292,-1.2806620831646804,3,3,2,2,5,4,2,3,False,False,False,False,False,False
88,660d53bc7e25d7eff74a09e7161ab394,Suburban,America/Chicago,Higher education lecturer,0,0.6242968293422596,-0.42484153189183965,Female,Yes,-0.9166532063992526,0.3252089645289763,0.005867974104602262,1,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,-1.1649919769570969,0.8153935653614302,-1.196710931984345,4,3,3,6,1,4,3,3,False,False,False,False,True,False
89,fd047e80fa6a36f3e6860335c2edb7be,Rural,America/New_York,"Nurse, adult",4,-1.5498423887423185,-0.8581261785833799,Female,Yes,-0.36559031765526623,-0.0052879506427475865,3.0410269937264474,0,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,-1.1632955113217682,0.3489568552665972,-0.9148601251516167,4,4,4,3,3,3,3,5,False,False,False,False,True,False
90,c5bfa79a4a6bdc3dca476aa903006d3c,Urban,America/Los_Angeles,Automotive engineer,0,0.3827258051106398,-0.708948775356357,Female,No,0.534731210443538,0.3252089645289763,-1.0058516991026796,2,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,-1.1487493215265967,-0.877342348699792,-1.3722811944099786,3,2,3,4,3,4,5,4,True,True,False,False,False,False
91,62c298f5af507e7e8a3eccff4df3b206,Rural,America/New_York,Chiropodist,0,1.0591246729591752,0.6623036264708184,Female,Yes,-0.573836176231104,0.3252089645289763,-1.0058516991026796,0,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,-1.2229629659810055,0.4621627426778819,-1.3649151375813087,3,3,3,3,3,4,3,3,True,False,False,False,False,True
92,fb6dd545f720e3181b24ea29dda8bbd2,Urban,America/New_York,Therapeutic radiographer,0,0.4793542148032877,0.06559224041918527,Female,Yes,1.7456378581624745,-0.9967786961579193,0.005867974104602262,0,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,-0.7817677075182011,1.1644652575903236,-0.5739715644146094,3,2,3,2,4,3,2,4,False,False,False,False,False,True
93,b0e35245c3817d14f06e425fe6f1002a,Suburban,America/Detroit,"Designer, television/film set",0,0.7209252390349075,2.684664621191764,Female,No,-1.6525760635309896,-2.9797601871882624,0.005867974104602262,0,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,-1.1819512034484458,-0.23650850624580042,-1.3492481091899242,2,2,2,4,3,3,4,3,True,False,True,False,True,False
94,67dea4cf9825e91e94d7e66c2dc61343,Suburban,America/Chicago,"Education officer, environmental",2,-1.018386135432755,-0.8498938277460912,Male,Yes,-1.0279778897083152,-1.657772526501367,0.005867974104602262,1,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-0.5587841492805086,-0.2944848477048392,-0.41687806884937645,2,2,3,3,3,3,3,3,False,False,True,False,True,False
95,7e954b453929b2b60bb0a9afbb4ce0a7,Suburban,America/New_York,Colour technologist,0,1.107438877805499,1.4653429598837928,Male,No,-0.056398822913133896,-1.657772526501367,0.005867974104602262,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,-0.6104796192871619,0.28771763745951173,-0.5302864785083787,3,2,3,4,2,4,5,3,False,False,True,False,False,True
96,2d0a8b770314914a21b0714fefb68925,Suburban,America/Chicago,Academic librarian,0,-1.1633287499717269,-0.5509528200370256,Female,Yes,0.3554706038737585,0.3252089645289763,-1.0058516991026796,0,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,-1.1290322320588329,1.6888525295543177,-1.0220769691636888,5,5,4,5,1,5,5,4,True,False,False,True,False,False
97,e04663ac6cc68fac084cd2b394ca7cb8,Rural,America/Chicago,Mudlogger,0,1.4456383117297669,0.5198645233325059,Female,No,-0.39241261692120505,1.6471966252158718,-1.0058516991026796,1,No,No,No,Yes,No,No,No,Yes,No,No,No,No,-1.0487164707506864,-1.109587460187905,-1.3101560981552667,4,4,4,3,2,4,3,4,True,False,False,False,True,False
98,4886325be93630732220fb84b427c7cd,Suburban,America/Chicago,"Designer, textile",10,-1.4532139790496708,0.8869233226125222,Male,Yes,-1.5896591407897014,0.6557058797007002,0.005867974104602262,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,-0.8149942242027054,0.3460540548161849,-0.6569729635856485,3,2,2,4,3,2,3,2,True,False,False,False,False,True
99,9f2b4718c758e51e0b16b99cc7915687,Rural,America/New_York,Chief Strategy Officer,5,1.300695697190795,2.252045967214638,Male,No,-0.20393589524336952,0.986202794872424,0.005867974104602262,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,-0.5375799172366114,-0.23576853653636196,-0.6113689289965863,5,4,4,3,4,4,5,5,True,False,False,False,False,True
100,c532f9d9a04a5bf1d6ef9f36e9d9cac9,Suburban,America/Chicago,"Loss adjuster, chartered",0,-1.5981565935886426,0.014331015245616993,Male,No,1.5032873633207602,-0.3357848658144715,0.005867974104602262,1,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,-1.0410575545217873,0.22921690141614137,-1.0639684289234828,3,4,3,5,2,6,6,6,True,True,False,False,True,False
101,a02ee02148402528926727212f31c741,Urban,America/Chicago,Pharmacologist,0,0.7692394438812314,0.647922723086924,Male,Yes,0.2289311980913388,-0.0052879506427475865,0.005867974104602262,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-0.7587740335084161,1.1652310068896399,-0.7258906646891963,3,2,3,5,3,4,4,3,False,False,False,True,False,False
102,aa4b526deb0603cd4912d02e60207b07,Urban,America/Chicago,Hydrographic surveyor,1,-1.018386135432755,0.12977365332666124,Male,No,1.2743317999997374,-0.6662817809861953,0.005867974104602262,0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,-0.8846417458536696,0.22921690141614137,-0.912801287206242,3,4,4,4,3,4,2,3,True,True,False,False,False,False
103,06c7aea85dc9cf01dc968ec59e12ebad,Urban,America/New_York,"Engineer, manufacturing",0,-0.003787833659951896,-0.5857457972489328,Female,Yes,0.806421182060603,2.3081904555593193,0.005867974104602262,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,-1.2095985706319008,1.1070252107792369,-1.1824675306392913,2,4,3,2,3,3,5,3,False,False,False,False,False,True
104,dcd3c74524c8fe6d5c46012af869f060,Rural,America/New_York,Research scientist (medical),2,-1.3565855693570228,0.3316332789618958,Male,No,0.08265553957164722,-0.9967786961579193,0.005867974104602262,0,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,-0.6542771991965506,-0.06257391608550461,-0.6890991882336619,4,4,3,4,3,3,3,4,True,False,True,False,True,False
105,2d2232b20151dc60fd8d99261354fecc,Suburban,America/Chicago,Wellsite geologist,0,0.7692394438812314,-1.2767018903357363,Male,Yes,1.632853386139413,1.316699710044148,-1.0058516991026796,2,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-0.4437698223475185,0.7530936583220611,-0.502273320073992,3,3,3,3,2,4,4,4,True,False,False,False,False,True
106,cb0a143f7dba83f1b654aaa89d49a0a7,Urban,America/Chicago,"Embryologist, clinical",3,0.8658678535738794,0.45425608450234306,Male,Yes,-1.1038434271523951,-0.6662817809861953,1.0175876473118841,1,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,-1.1611375737940632,0.7530936583220611,-1.1742699134102108,3,5,3,2,4,2,4,2,True,False,False,False,True,False
107,2dc948687495051dc1f7f0564fef6d92,Urban,America/New_York,Occupational psychologist,3,-0.003787833659951896,-0.328262304069133,Female,Yes,-0.6309380920095315,1.9776935403875957,0.005867974104602262,0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,-0.8983993043163132,1.6884467397136576,-0.6039658099611375,3,3,2,4,3,2,4,3,False,False,False,True,False,False
108,1eaeddd94474968bc3ff130dd876a1a0,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2,0.14115478087901998,-0.9806518158577197,Nonbinary,Yes,1.5481824201571028,-0.3357848658144715,-1.0058516991026796,2,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-0.8108194044612612,-0.003528152470782968,-0.8949115430723451,4,4,3,3,5,3,2,2,False,False,False,False,False,False
109,902a7c4c1556dcbc302fde108a5d10b7,Suburban,America/Chicago,"Sales professional, IT",0,-0.5352440869695154,-0.32475538077155613,Male,Yes,0.8899282767871864,-0.9967786961579193,1.0175876473118841,2,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,-0.7473600310659727,-0.003914007958294369,-0.6539530905618554,4,3,4,3,5,4,2,3,False,False,False,False,False,False
110,08412d1d1a661e06fde6fdc231c282bd,Suburban,America/Chicago,Advertising copywriter,3,-0.970071930586431,-0.29751918670739524,Male,Yes,0.6809106853385671,0.6557058797007002,-1.0058516991026796,0,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,-0.9474829019634818,0.5205277108721246,-0.9464535451682918,2,2,2,2,4,2,3,2,True,False,False,False,True,False
111,5f2fbe8560cca9ee81e9303f4cf1d4bf,Urban,America/New_York,"Radiographer, therapeutic",1,-0.2936730627378957,0.569330263355338,Male,No,1.9082090416051019,1.316699710044148,0.005867974104602262,0,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,-1.1091834828764788,-0.8193965142531648,-1.229828719323836,4,4,4,4,3,3,4,3,True,False,False,False,False,False
112,692a8cdd50ea67ad39e45357a07e6ca4,Urban,America/Chicago,English as a second language teacher,1,-0.2453588578915717,-1.0909324784589858,Female,Yes,0.4376422136873633,1.9776935403875957,2.0293073205191656,1,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,-1.0569892502400215,0.4621627426778819,-1.1457561483419851,3,4,4,4,2,3,4,4,True,False,True,True,False,False
113,a9201e2fd1c1c02ab3b6e94814aab979,Rural,America/Chicago,Occupational therapist,0,0.4793542148032877,-0.5115613723630216,Female,Yes,0.08892178695394785,-0.6662817809861953,0.005867974104602262,0,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,-1.1856865563921202,-0.2951398635354411,-1.3798647319886914,4,3,4,2,3,3,3,3,True,False,False,False,False,True
114,282f2bb94490b4f9f7af2e24016deb6f,Urban,America/New_York,Armed forces logistics/support/administrative officer,1,-0.6318724966621634,0.8956993192598203,Male,No,-0.8184717994970776,-0.9967786961579193,-1.0058516991026796,0,No,No,No,Yes,No,No,No,No,No,No,No,Yes,-0.6295411780784449,-1.4012191056057117,-0.8172539788050209,3,3,3,3,3,3,3,4,True,False,False,False,False,False
115,91791a39bcbef8d8aecec32873eb15c9,Urban,America/New_York,Technical author,0,0.6726110341885836,-0.9674064335981899,Male,Yes,0.13606961327830755,0.6557058797007002,1.0175876473118841,0,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,-0.8094886028797343,0.05442240939837878,-0.8973755671978294,5,4,4,3,3,5,3,4,True,False,False,False,False,True
116,66534eb1b19b7df4a2e1419c81aaf6e1,Urban,America/New_York,Regulatory affairs officer,0,0.14115478087901998,-0.15276932290501063,Female,No,-0.9596264046654381,0.3252089645289763,2.0293073205191656,0,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,-0.4228167628773137,-0.23688840005760448,-0.5210033818507652,6,5,4,4,4,3,5,3,True,False,False,True,False,False
117,101097eefff05fdb34779dd1ba32d9bc,Urban,America/New_York,Sales promotion account executive,6,-1.4048997742033467,-0.47961854608069515,Female,No,-0.06529776291663285,-0.6662817809861953,0.005867974104602262,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,-1.0670431839276342,-0.8183616046107582,-0.9331233574714222,5,5,4,3,3,3,3,3,False,True,False,False,False,True
118,eabb697b5673a028ef3e8c922a7719a6,Urban,America/Chicago,"Optician, dispensing",2,1.2523814923444712,0.4053531402397754,Female,No,0.20509024372856288,-0.0052879506427475865,2.0293073205191656,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,-0.8298699484707969,2.387202942516177,-0.7737942238745157,4,5,4,4,1,4,4,4,True,False,True,False,True,False
119,fc229ed19c96a87277c2a9c36be70cbb,Rural,America/New_York,Theme park manager,3,0.3827258051106398,0.8658360357236755,Male,Yes,-1.416984559978764,1.316699710044148,0.005867974104602262,1,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,-1.036470794536718,-1.0522065876657776,-0.9617509749289882,4,3,4,5,3,5,4,4,False,False,False,False,True,False
120,037e77bcad87b56cb414f0ec8b8336c9,Urban,America/New_York,"Pharmacist, community",0,-0.7285009063548112,-1.0210450896330137,Male,Yes,-0.3155274725691987,-0.3357848658144715,1.0175876473118841,0,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,-0.9523314576883171,0.873599361471833,-0.9102528739097557,4,4,4,4,3,4,4,4,False,False,True,False,True,False
121,c6adfc4fe898ddfe17779953bfa3cea6,Rural,America/Los_Angeles,IT trainer,4,-1.211642954818051,-0.6608306244255253,Female,No,2.198545557880049,0.3252089645289763,0.005867974104602262,0,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,-0.4594265568537385,-0.5861164931226452,-0.3608104882084915,5,4,5,2,3,4,4,3,False,False,True,True,False,False
122,cce2f9c7032458c27b93ac5c579bd9fd,Urban,America/Chicago,Contracting civil engineer,3,-0.4386156772768675,-0.48499542655777667,Male,Yes,-1.8355239829156138,-1.3272756113296431,1.0175876473118841,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,-1.124232866590698,1.630901967685156,-0.9775159192143237,4,4,2,3,3,4,5,5,False,True,False,True,False,False
123,37c05ff74288b115dd0a8732e7623662,Suburban,America/New_York,Health and safety inspector,1,0.5759826244959356,-0.118045852919954,Male,No,-0.9243176211961086,0.6557058797007002,1.0175876473118841,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,-0.9257887162031159,-1.3423325140748292,-1.1034980159272392,2,2,3,4,3,3,4,4,False,False,False,False,False,True
124,754ce3ac5a85202e6b229c4c56077c30,Urban,America/New_York,"Psychologist, sport and exercise",3,-0.8734435208937832,0.5222511745401801,Female,No,-0.35571259980705533,0.986202794872424,1.0175876473118841,1,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,-0.9972730542733514,0.35004344052773684,-0.9356058171020084,4,4,4,3,4,3,3,4,False,False,False,False,False,False
125,4a4d521d904c25264717a088cb5760c2,Suburban,America/New_York,Manufacturing engineer,2,-1.066700340279079,-0.09588262252975754,Female,No,0.865963116745943,-0.9967786961579193,2.0293073205191656,1,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,-1.0034663534002526,-0.5270840734148785,-1.036558962005771,2,2,3,5,5,1,2,2,False,False,True,True,False,False
126,68413b3dcfc1bd890dc6695af5b833ef,Suburban,America/New_York,Musician,2,-0.9217577257401072,1.2366936177282992,Male,No,0.5532885139834327,-0.3357848658144715,-1.0058516991026796,1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,-1.0322753193848941,-1.109993250028565,-0.9713158288909872,4,3,3,3,4,5,4,4,False,False,True,False,False,False
127,e919dc3e29e6b13675e2ad90fd7ea0d8,Urban,America/New_York,Senior tax professional/tax inspector,2,0.7209252390349075,1.9583180015193637,Male,Yes,-1.3191392769231056,0.3252089645289763,-1.0058516991026796,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,-1.1307317727943114,1.1070252107792369,-1.077069237475876,3,3,3,3,4,3,3,3,False,False,False,False,True,False
128,6133724ba9f8c29f702950ce12478140,Urban,America/New_York,"Engineer, biomedical",0,0.43104000995696373,-0.19596168107587258,Male,No,0.5897327592050141,-0.9967786961579193,-1.0058516991026796,0,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,-0.9255489543760288,-0.0031740382488559113,-0.8517291142436461,5,5,4,2,5,3,4,3,False,False,True,False,False,False
