case_order,UID,area,TimeZone,job,children,age,income,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,contract_One year,contract_Two Year,internet_service_Fiber Optic,gender_Male,gender_Nonbinary,churn_Yes,log_monthly_charge
78,7b779f43153c7a475fdf4f75dad470aa,Urban,America/Chicago,Oceanographer,1,50,74794.84,7.442789019,10,2,1,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),-0.5440781385004404,-0.528329830759858,-0.4422100028420828,2,2,3,4,3,3,4,4,False,True,False,True,False,False,-0.7514753316496497
79,609f92fd8000baf6c8f016013fe60afb,Rural,America/Chicago,Archaeologist,1,24,19038.78,13.04429298,18,1,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Mailed Check,-0.3735551939271544,1.5716945401924507,-0.33490867904885585,4,4,5,1,4,4,3,3,False,False,True,False,False,True,0.9445650357891643
80,ec244815da702eef604eb33e0b3584d6,Rural,America/Chicago,Personal assistant,0,20,79167.77,14.89762162,17,0,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),-0.9397433004255127,-1.0509561028982644,-1.0355147188917275,3,4,3,4,5,4,3,3,False,False,True,True,False,False,
81,7c3d23d2690d1d49f4dbaa9835f7857e,Urban,America/New_York,Animal nutritionist,1,29,37428.26,13.79387475,13,2,1,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,-0.9340552416411959,0.3489568552665972,-0.7418386314156246,3,4,3,2,5,3,3,4,True,False,False,False,False,True,0.2993315939614519
82,e08b6cab24a10897ce670754e07c134d,Rural,America/New_York,Hydrologist,0,31,45148.38,15.66367593,6,1,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),-1.0095383021188133,-0.06129488048042159,-1.1207297184238962,3,3,3,4,4,3,4,4,False,False,True,True,False,False,-0.06325388581409457
83,d510541ecbd09bd7b21695cfc4bfb6bb,Urban,America/Menominee,Arts development officer,5,72,74855.47,8.513410306,13,3,0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,-0.5700715863023738,0.461841906716059,-0.6796289875594311,4,4,4,3,1,5,4,4,False,True,True,False,False,False,0.3796972205394464
84,a51e72c0ef13b8b04d21cba57d716988,Urban,America/Chicago,Herpetologist,4,71,45323.86,8.265002035,10,1,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),-0.7631313820818934,-1.2254012081166343,-0.6893704782348775,4,4,3,3,4,3,2,5,False,False,False,True,False,False,
85,fb3320b32a2a72117db528c1727e6923,Suburban,America/Chicago,Medical sales representative,2,32,71596.14,8.6026551,11,0,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),-1.2203746498243107,0.5212132337151381,-1.2633242702298089,5,3,5,5,3,3,5,2,True,False,True,False,False,False,0.4195081965576202
86,ee0b3f53ecd1d8b785bc20e91e6eb43a,Rural,America/New_York,"Scientist, research (physical sciences)",0,33,10389.95,6.03993035,15,1,0,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),-1.216563604813229,-0.7607651569635242,-1.294961877523146,3,3,4,3,3,4,3,6,True,False,True,True,False,False,-1.4303096026455473
87,d5d5681b0b83852e9d6bf577f2508c07,Suburban,America/New_York,Solicitor,3,67,19657.14,14.6040829,12,3,0,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),-1.1298654689649816,-1.3423325140748292,-1.2806620831646804,3,3,2,2,5,4,2,3,False,False,False,True,False,False,
88,660d53bc7e25d7eff74a09e7161ab394,Suburban,America/Chicago,Higher education lecturer,0,66,27827.03,7.274007029,13,1,1,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,-1.1649919769570969,0.8153935653614302,-1.196710931984345,4,3,3,6,1,4,3,3,False,False,False,False,False,True,0.5963022846298491
89,fd047e80fa6a36f3e6860335c2edb7be,Rural,America/New_York,"Nurse, adult",4,21,15609.05,8.913898759,12,4,0,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,-1.1632955113217682,0.3489568552665972,-0.9148601251516167,4,4,4,3,3,3,3,5,False,False,False,False,False,True,0.2993315939614519
90,c5bfa79a4a6bdc3dca476aa903006d3c,Urban,America/Los_Angeles,Automotive engineer,0,61,19815.63,11.59313893,13,0,2,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),-1.1487493215265967,-0.877342348699792,-1.3722811944099786,3,2,3,4,3,4,5,4,True,False,True,False,False,False,-2.0983581270174545
91,62c298f5af507e7e8a3eccff4df3b206,Rural,America/New_York,Chiropodist,0,75,58482.9,8.294186076,13,0,0,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Mailed Check,-1.2229629659810055,0.4621627426778819,-1.3649151375813087,3,3,3,3,3,4,3,3,False,False,True,False,False,True,0.37991667023367104
92,fb6dd545f720e3181b24ea29dda8bbd2,Urban,America/New_York,Therapeutic radiographer,0,63,41656.53,15.19664016,9,1,0,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,-0.7817677075182011,1.1644652575903236,-0.5739715644146094,3,2,3,2,4,3,2,4,False,False,False,False,False,True,0.7721733367617578
93,b0e35245c3817d14f06e425fe6f1002a,Suburban,America/Detroit,"Designer, television/film set",0,68,115510.46,5.083995994,3,1,0,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,-1.1819512034484458,-0.23650850624580042,-1.3492481091899242,2,2,2,4,3,3,4,3,False,True,True,False,False,False,-0.26985329550640386
94,67dea4cf9825e91e94d7e66c2dc61343,Suburban,America/Chicago,"Education officer, environmental",2,32,15841.19,6.942719201,7,1,1,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,-0.5587841492805086,-0.2944848477048392,-0.41687806884937645,2,2,3,3,3,3,3,3,False,True,False,True,False,True,-0.3488270305348427
95,7e954b453929b2b60bb0a9afbb4ce0a7,Suburban,America/New_York,Colour technologist,0,76,81127.41,9.834012571,7,1,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,-0.6104796192871619,0.28771763745951173,-0.5302864785083787,3,2,3,4,2,4,5,3,False,True,False,True,False,False,0.2528713780738097
96,2d0a8b770314914a21b0714fefb68925,Suburban,America/Chicago,Academic librarian,0,29,24270.88,11.0596826,13,0,0,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-1.1290322320588329,1.6888525295543177,-1.0220769691636888,5,5,4,5,1,5,5,4,False,False,True,False,False,True,0.9891145336684214
97,e04663ac6cc68fac084cd2b394ca7cb8,Rural,America/Chicago,Mudlogger,0,83,54466.33,8.834079073,17,0,1,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,-1.0487164707506864,-1.109587460187905,-1.3101560981552667,4,4,4,3,2,4,3,4,False,False,True,False,False,False,
98,4886325be93630732220fb84b427c7cd,Suburban,America/Chicago,"Designer, textile",10,23,64816.84,5.271228601,14,1,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Mailed Check,-0.8149942242027054,0.3460540548161849,-0.6569729635856485,3,2,2,4,3,2,3,2,False,False,True,True,False,True,0.297177390012138
99,9f2b4718c758e51e0b16b99cc7915687,Rural,America/New_York,Chief Strategy Officer,5,80,103311.26,9.394961367,15,1,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,-0.5375799172366114,-0.23576853653636196,-0.6113689289965863,5,4,4,3,4,4,5,5,False,False,True,True,False,False,-0.2688845730507917
100,c532f9d9a04a5bf1d6ef9f36e9d9cac9,Suburban,America/Chicago,"Loss adjuster, chartered",0,20,40211.04,14.4754365,11,1,1,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,-1.0410575545217873,0.22921690141614137,-1.0639684289234828,3,4,3,5,2,6,6,6,True,False,True,True,False,False,0.20637730111144098
101,a02ee02148402528926727212f31c741,Urban,America/Chicago,Pharmacologist,0,69,58077.38,10.68311773,12,1,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),-0.7587740335084161,1.1652310068896399,-0.7258906646891963,3,2,3,5,3,4,4,3,False,False,False,True,False,True,0.7725270564042106
102,aa4b526deb0603cd4912d02e60207b07,Urban,America/Chicago,Hydrographic surveyor,1,32,43466.35,13.79409442,10,1,0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-0.8846417458536696,0.22921690141614137,-0.912801287206242,3,4,4,4,3,4,2,3,True,False,True,True,False,False,0.20637730111144098
103,06c7aea85dc9cf01dc968ec59e12ebad,Urban,America/New_York,"Engineer, manufacturing",0,53,23289.77,12.40165307,19,1,0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,-1.2095985706319008,1.1070252107792369,-1.1824675306392913,2,4,3,2,3,3,5,3,False,False,False,False,False,True,0.7452770999992762
104,dcd3c74524c8fe6d5c46012af869f060,Rural,America/New_York,Research scientist (medical),2,25,49158.49,10.24782033,9,1,0,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,-0.6542771991965506,-0.06257391608550461,-0.6890991882336619,4,4,3,4,3,3,3,4,False,True,True,True,False,False,-0.06461736807044714
105,2d2232b20151dc60fd8d99261354fecc,Suburban,America/Chicago,Wellsite geologist,0,69,3805.84,14.86100819,16,0,2,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,-0.4437698223475185,0.7530936583220611,-0.502273320073992,3,3,3,3,2,4,4,4,False,False,True,True,False,True,0.5613820319631633
106,cb0a143f7dba83f1b654aaa89d49a0a7,Urban,America/Chicago,"Embryologist, clinical",3,71,52616.27,6.716953195,10,2,1,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,-1.1611375737940632,0.7530936583220611,-1.1742699134102108,3,5,3,2,4,2,4,2,False,False,True,True,False,True,0.5613820319631633
107,2dc948687495051dc1f7f0564fef6d92,Urban,America/New_York,Occupational psychologist,3,53,30550.42,8.124258176,18,1,0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),-0.8983993043163132,1.6884467397136576,-0.6039658099611375,3,3,2,4,3,2,4,3,False,False,False,False,False,True,0.9889636066617176
108,1eaeddd94474968bc3ff130dd876a1a0,Urban,America/Indiana/Indianapolis,Environmental health practitioner,2,56,12154.01,14.60903837,11,0,2,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),-0.8108194044612612,-0.003528152470782968,-0.8949115430723451,4,4,3,3,5,3,2,2,False,False,False,False,True,True,-0.0035343910788743138
109,902a7c4c1556dcbc302fde108a5d10b7,Suburban,America/Chicago,"Sales professional, IT",0,42,30649.31,12.65015936,9,2,2,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),-0.7473600310659727,-0.003914007958294369,-0.6539530905618554,4,3,4,3,5,4,2,3,False,False,False,True,False,True,-0.00392168773312616
110,08412d1d1a661e06fde6fdc231c282bd,Suburban,America/Chicago,Advertising copywriter,3,33,31417.33,12.0281501,14,0,0,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,-0.9474829019634818,0.5205277108721246,-0.9464535451682918,2,2,2,2,4,2,3,2,False,False,True,True,False,True,0.41905745281112217
111,5f2fbe8560cca9ee81e9303f4cf1d4bf,Urban,America/New_York,"Radiographer, therapeutic",1,47,55861.19,15.68043093,16,1,0,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),-1.1091834828764788,-0.8193965142531648,-1.229828719323836,4,4,4,4,3,3,4,3,False,False,True,True,False,False,-1.7114513372617297
112,692a8cdd50ea67ad39e45357a07e6ca4,Urban,America/Chicago,English as a second language teacher,1,48,9044.26,11.30421466,18,3,1,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),-1.0569892502400215,0.4621627426778819,-1.1457561483419851,3,4,4,4,2,3,4,4,False,True,True,False,False,True,0.37991667023367104
113,a9201e2fd1c1c02ab3b6e94814aab979,Rural,America/Chicago,Occupational therapist,0,63,25381.66,10.26646787,10,1,0,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Mailed Check,-1.1856865563921202,-0.2951398635354411,-1.3798647319886914,4,3,4,2,3,3,3,3,False,False,True,False,False,True,-0.3497558838449029
114,282f2bb94490b4f9f7af2e24016deb6f,Urban,America/New_York,Armed forces logistics/support/administrative officer,1,40,65064.31,7.56618217,9,0,0,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.6295411780784449,-1.4012191056057117,-0.8172539788050209,3,3,3,3,3,3,3,4,False,False,True,True,False,False,
115,91791a39bcbef8d8aecec32873eb15c9,Urban,America/New_York,Technical author,0,67,12527.51,10.40677369,14,2,0,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,-0.8094886028797343,0.05442240939837878,-0.8973755671978294,5,4,4,3,3,5,3,4,False,False,True,True,False,True,0.052993137763304304
116,66534eb1b19b7df4a2e1419c81aaf6e1,Urban,America/New_York,Regulatory affairs officer,0,56,35499.06,7.146124361,13,3,0,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),-0.4228167628773137,-0.23688840005760448,-0.5210033818507652,6,5,4,4,4,3,5,3,False,False,True,False,False,False,-0.27035099372438126
117,101097eefff05fdb34779dd1ba32d9bc,Urban,America/New_York,Sales promotion account executive,6,24,26282.4,9.807530479,10,1,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,-1.0670431839276342,-0.8183616046107582,-0.9331233574714222,5,5,4,3,3,3,3,3,True,False,False,False,False,False,-1.7057374068079134
118,eabb697b5673a028ef3e8c922a7719a6,Urban,America/Chicago,"Optician, dispensing",2,79,51237.28,10.61217014,12,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-0.8298699484707969,2.387202942516177,-0.7737942238745157,4,5,4,4,1,4,4,4,False,True,True,False,False,False,1.2200044901144824
119,fc229ed19c96a87277c2a9c36be70cbb,Rural,America/New_York,Theme park manager,3,61,64222.21,5.785085772,16,1,1,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,-1.036470794536718,-1.0522065876657776,-0.9617509749289882,4,3,4,5,3,5,4,4,False,False,False,True,False,True,
120,037e77bcad87b56cb414f0ec8b8336c9,Urban,America/New_York,"Pharmacist, community",0,38,11014.98,9.062879297,11,2,0,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,-0.9523314576883171,0.873599361471833,-0.9102528739097557,4,4,4,4,3,4,4,4,False,True,False,True,False,True,0.627861373058436
121,c6adfc4fe898ddfe17779953bfa3cea6,Rural,America/Los_Angeles,IT trainer,4,28,21172.49,16.54443477,13,1,0,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),-0.4594265568537385,-0.5861164931226452,-0.3608104882084915,5,4,5,2,3,4,4,3,False,True,False,False,False,False,-0.8821707291070436
122,cce2f9c7032458c27b93ac5c579bd9fd,Urban,America/Chicago,Contracting civil engineer,3,44,26130.78,4.539566699,8,2,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-1.124232866590698,1.630901967685156,-0.9775159192143237,4,4,2,3,3,4,5,5,True,False,False,True,False,True,0.9673267408870212
123,37c05ff74288b115dd0a8732e7623662,Suburban,America/New_York,Health and safety inspector,1,65,36478.21,7.251198724,14,2,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,-0.9257887162031159,-1.3423325140748292,-1.1034980159272392,2,2,3,4,3,3,4,4,False,False,False,True,False,False,
124,754ce3ac5a85202e6b229c4c56077c30,Urban,America/New_York,"Psychologist, sport and exercise",3,35,54533.63,8.943293567,15,2,1,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.9972730542733514,0.35004344052773684,-0.9356058171020084,4,4,4,3,4,3,3,4,False,False,False,False,False,False,0.3001367701013259
125,4a4d521d904c25264717a088cb5760c2,Suburban,America/New_York,Manufacturing engineer,2,31,37103.18,12.57884215,9,3,1,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),-1.0034663534002526,-0.5270840734148785,-1.036558962005771,2,2,3,5,5,1,2,2,False,True,False,False,False,False,-0.7488376513518981
126,68413b3dcfc1bd890dc6695af5b833ef,Suburban,America/New_York,Musician,2,34,74679.84,11.64836306,11,0,1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),-1.0322753193848941,-1.109993250028565,-0.9713158288909872,4,3,3,3,4,5,4,4,False,True,False,True,False,False,
127,e919dc3e29e6b13675e2ad90fd7ea0d8,Urban,America/New_York,Senior tax professional/tax inspector,2,68,95028.57,6.076260652,13,0,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-1.1307317727943114,1.1070252107792369,-1.077069237475876,3,3,3,3,4,3,3,3,False,False,False,True,False,True,0.7452770999992762
128,6133724ba9f8c29f702950ce12478140,Urban,America/New_York,"Engineer, biomedical",0,62,34281.1,11.75681641,9,0,0,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),-0.9255489543760288,-0.0031740382488559113,-0.8517291142436461,5,5,4,2,5,3,4,3,False,True,False,True,False,False,-0.003179086192666437
129,f31bc51bfc6afc178d2c6f46151a3933,Urban,America/Chicago,Facilities manager,0,52,36240.81,9.173739977,14,0,1,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,-1.148000970749817,-1.2254012081166343,-1.0988071053837345,4,4,5,3,3,4,4,5,False,True,False,True,False,False,
130,9940ab382adf00ea8c929a3d5aed0b87,Urban,America/Chicago,Osteopath,5,32,9515.64,8.353693631,11,4,0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,-1.13296269254511,1.1070252107792369,-0.9830033199561804,2,1,2,4,3,5,3,1,False,False,False,True,False,True,0.7452770999992762
131,5e3d575e862fe7b14141e0de9df0963f,Rural,America/New_York,Corporate investment banker,0,47,125814.88,10.74539526,10,0,1,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,-1.0756159430275047,-0.7605749422479708,-1.020512234331309,3,3,4,2,4,4,3,2,False,False,False,False,False,True,-1.4295148223631262
132,f4db113e904d0ea8d6db34b4c89b7535,Rural,America/Chicago,Psychotherapist,8,66,12995.68,11.36323648,12,1,1,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,-1.202490336156774,-0.2951398635354411,-1.2883234205427192,3,3,3,6,3,6,5,4,False,False,True,False,False,False,-0.3497558838449029
133,1b0ea8d645fac9c153e5784264f2f8d1,Rural,America/New_York,"Copywriter, advertising",1,70,77531.43,2.310584634,14,1,0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.9814515401827703,0.28701690768588417,-0.8920828904203483,2,3,2,4,4,2,1,3,False,False,False,False,False,True,0.25232706581276554
134,1bd8190fbf680c11da49e52d6625ab2b,Suburban,America/New_York,Horticultural consultant,3,41,87354.99,5.290318715,10,0,0,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,-0.9372675891106367,1.8633261856102574,-0.8306538562349037,5,5,3,4,4,4,4,5,False,False,True,True,False,True,1.0519839510305
135,22a74293a590ec9df7472b7acaf76465,Suburban,America/Chicago,Microbiologist,2,59,76567.85,5.258274954,8,1,0,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.9471112202271321,-1.4012191056057117,-1.1465395399732419,4,5,4,4,4,4,5,4,False,False,True,True,False,False,
136,f053575e51ec4155d8f1d1a177894b27,Rural,America/New_York,Educational psychologist,1,46,30663.52,7.157580014,12,0,0,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,-0.9862512380420356,0.1712710669695142,-1.065024927747148,4,3,4,4,5,2,3,3,False,True,True,True,False,False,0.15808954114898233
137,d865b4b22c58f54c929e4aee60c942af,Suburban,America/New_York,Sport and exercise psychologist,3,70,122957.19,2.120350511,17,0,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),-1.0649900151841916,0.6944078541659948,-1.1168179863225882,3,3,3,4,3,4,3,2,True,False,True,True,False,False,0.5273333312213502
138,9d2e901626ea3dc81e41a9326069e709,Urban,America/Chicago,"Production designer, theatre/television/film",1,89,31600.92,4.978546291,12,2,0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),-1.0315051142600151,0.5786485531036909,-0.9097195356852947,4,6,6,1,7,3,4,3,True,False,False,True,False,False,0.45656913488473483
139,fefcac94caa9b7268c0d546eac64b070,Suburban,America/Chicago,Risk manager,4,75,74638.78,6.547676875,10,3,1,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,-0.7520712069535079,1.921957542899898,-0.6710779339882312,3,3,4,4,3,4,2,5,True,False,True,False,False,True,1.0722537830723275
140,456a9fa3230822dc449d1722c38e923a,Urban,America/New_York,Health visitor,0,26,32652.3,7.410590719,9,0,1,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,-0.8626443065681714,0.054771796197771255,-0.7264052365442093,5,4,5,4,4,4,4,4,False,False,False,False,False,True,0.05332443660876971
141,9394346ee8233ed98db05a084d970f9f,Urban,America/Chicago,Counsellor,4,25,63650.54,11.39765385,8,1,1,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,-1.149449792247874,-0.06129488048042159,-1.231752236680408,4,3,4,3,4,3,3,3,False,True,True,False,False,False,-0.06325388581409457
142,23c9db86983e86548e6691ea888d6004,Rural,America/Chicago,Educational psychologist,1,84,28622.6,11.29945603,14,1,0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),-1.1965459917465324,0.46146201290425426,-1.3175559387506373,4,5,3,4,4,2,4,2,False,False,True,False,False,True,0.37943731337659986
143,75d744d5482c9b97c3260f9048f72217,Suburban,America/New_York,Visual merchandiser,3,69,50252.79,11.30748265,15,0,2,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),-1.1808283917687878,0.2290577293323015,-1.2241312187610942,4,4,4,5,2,4,4,4,False,False,True,True,False,False,0.20624780208633503
144,944bbcd20b8fe059ac9443b40184f76d,Urban,America/Chicago,"Doctor, general practice",3,31,19800.81,10.31551212,11,2,1,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),-1.1106657998625467,-0.7605749422479708,-0.9513373660544703,5,5,5,4,2,3,4,3,True,False,False,True,False,False,-1.4295148223631262
145,ef10d94adbaa866559d042fc841bc744,Suburban,America/Chicago,Clinical biochemist,10,76,35954.77,13.71555406,14,1,0,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,-1.1833044017024337,-0.8188748909165251,-1.1774386763965954,4,4,3,3,2,3,4,2,False,False,False,True,False,True,-1.708567276086262
146,964d140f3d02eb87d79a0badf3c17831,Rural,America/New_York,Arts development officer,8,75,36342.31,15.40917963,15,2,0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),-1.2023822306027485,1.0444044677780444,-1.1487470452914184,5,4,4,4,3,5,5,3,False,False,True,True,False,True,0.7151065332833251
147,e7ef2e709a21b563cc1bf1bd618d74b0,Rural,America/Chicago,Water quality scientist,1,74,48715.53,11.9664542,17,1,0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,-1.1854774133135129,0.873599361471833,-1.220748128898666,2,2,3,4,2,2,3,2,False,True,False,False,True,True,0.627861373058436
